iata_code,airport_name,city,country_code,country_name,airport_type,coordinates
BWU,Sydney Bankstown Airport,Sydney,AU,Australia,medium_airport,"-33.923618, 150.990792"
BXF,Bellburn Airstrip,Pumululu National Park,AU,Australia,small_airport,"-17.545, 128.305"
BXG,Bendigo Airport,,AU,Australia,small_airport,"-36.739399, 144.330002"
BYP,Barimunya Airport,,AU,Australia,small_airport,"-22.673900604248, 119.16600036621"
BYX,Baniyala Airport,Baniyala,AU,Australia,small_airport,"-13.1981, 136.227005"
BZD,Balranald Airport,,AU,Australia,medium_airport,"-34.624834, 143.577114"
BZP,Bizant Airport,Lakefield National Park,AU,Australia,small_airport,"-14.7402777778, 144.119444444"
CAZ,Cobar Airport,,AU,Australia,medium_airport,"-31.538299560546875, 145.79400634765625"
CBC,Cherrabun Airport,,AU,Australia,small_airport,"-18.917777777800005, 125.537777778"
CBI,Cape Barren Island Airport,Cape Barren Island,AU,Australia,small_airport,"-40.390537, 148.016933"
CBR,Canberra Airport,Canberra,AU,Australia,medium_airport,"-35.3069, 149.195007"
CBX,Condobolin Airport,,AU,Australia,small_airport,"-33.06565, 147.21316"
CBY,Canobie Airport,Canobie,AU,Australia,small_airport,"-19.479400634799998, 140.927001953"
CCL,Chinchilla Airport,Chinchilla,AU,Australia,medium_airport,"-26.771947, 150.617571"
CCW,Cowell Airport,,AU,Australia,small_airport,"-33.666698, 136.891998"
CDA,Cooinda Airport,,AU,Australia,small_airport,"-12.903300285339355, 132.53199768066406"
CDQ,Croydon Airport,,AU,Australia,small_airport,"-18.225000381469727, 142.25799560546875"
CDU,Camden Airport,Cobbitty,AU,Australia,medium_airport,"-34.038338, 150.686406"
CED,Ceduna Airport,,AU,Australia,medium_airport,"-32.13059997558594, 133.7100067138672"
CES,Cessnock Airport,,AU,Australia,small_airport,"-32.787498, 151.341995"
CFH,Clifton Hills Airport,Clifton Hills,AU,Australia,small_airport,"-27.018299, 138.891998"
CFI,Camfield Airport,,AU,Australia,small_airport,"-17.021699905395508, 131.32699584960938"
CFP,Carpentaria Downs Airport,Carpentaria Downs,AU,Australia,small_airport,"-18.718481, 144.313028"
CFS,Coffs Harbour Airport,Coffs Harbour,AU,Australia,medium_airport,"-30.320601, 153.115997"
CGV,Caiguna Airport,,AU,Australia,small_airport,"-32.280457, 125.477943"
CIE,Collie Airport,Collie,AU,Australia,small_airport,"-33.3666992188, 116.217002869"
CJF,Coondewanna Airport,Coondewanna,AU,Australia,small_airport,"-22.96669960022, 118.81300354004"
CKI,Croker Island Airport,,AU,Australia,small_airport,"-11.165, 132.483002"
CKW,Christmas Creek Airport,Christmas Creek Mine,AU,Australia,small_airport,"-22.3543, 119.6426"
CLH,Coolah Airport,,AU,Australia,small_airport,"-31.773864, 149.615322"
CMA,Cunnamulla Airport,,AU,Australia,medium_airport,"-28.030000686645508, 145.6219940185547"
CMD,Cootamundra Airport,,AU,Australia,medium_airport,"-34.624283, 148.036641"
CML,Camooweal Airport,,AU,Australia,small_airport,"-19.911699, 138.125"
CMQ,Clermont Airport,,AU,Australia,medium_airport,"-22.7731, 147.621002"
CNB,Coonamble Airport,,AU,Australia,medium_airport,"-30.980946, 148.377833"
CNC,Coconut Island Airport,,AU,Australia,small_airport,"-10.050139, 143.070007"
CNJ,Cloncurry Airport,Cloncurry,AU,Australia,medium_airport,"-20.668600082399998, 140.503997803"
CNS,Cairns International Airport,Cairns,AU,Australia,medium_airport,"-16.885799408, 145.755004883"
COB,Coolibah Airport,Coolibah,AU,Australia,small_airport,"-15.548299789428711, 130.96200561523438"
COJ,Coonabarabran Airport,,AU,Australia,medium_airport,"-31.3325, 149.266998"
COY,Coolawanyah Airport,Coolawanyah Station,AU,Australia,small_airport,"-21.7946, 117.755"
CPD,Coober Pedy Airport,Coober Pedy,AU,Australia,medium_airport,"-29.038312, 134.722166"
CQP,Cape Flattery Airport,,AU,Australia,small_airport,"-14.970832, 145.311667"
CRB,Collarenebri Airport,,AU,Australia,small_airport,"-29.523239, 148.578243"
CRH,Cherrabah Airport,Cherrabah Homestead Resort,AU,Australia,small_airport,"-28.4301, 152.08895"
CRJ,Coorabie Airport,Coorabie,AU,Australia,small_airport,"-31.894399642944336, 132.29600524902344"
CRY,Carlton Hill Airport,Carlton Hill,AU,Australia,small_airport,"-15.501899719238281, 128.53399658203125"
CSD,Cresswell Downs Airport,Cresswell Downs,AU,Australia,small_airport,"-17.947999954223633, 135.91600036621094"
CSI,Casino Airport,,AU,Australia,small_airport,"-28.881304, 153.060724"
CTL,Charleville Airport,Charleville,AU,Australia,medium_airport,"-26.4132995605, 146.261993408"
CTN,Cooktown Airport,,AU,Australia,medium_airport,"-15.443649, 145.183221"
CTR,Cattle Creek Airport,,AU,Australia,small_airport,"-17.607000351, 131.548995972"
CUD,Caloundra Airport,Caloundra,AU,Australia,small_airport,"-26.80336, 153.104975"
CUG,Cudal Airport,,AU,Australia,small_airport,"-33.278026, 148.768708"
CUQ,Coen Airport,Coen,AU,Australia,medium_airport,"-13.761133, 143.113311"
CUY,Cue Airport,,AU,Australia,small_airport,"-27.4508, 117.917515"
CVC,Cleve Airport,,AU,Australia,medium_airport,"-33.709702, 136.505005"
CVQ,Carnarvon Airport,Carnarvon,AU,Australia,medium_airport,"-24.880091, 113.670752"
CWR,Cowarie Airport,,AU,Australia,small_airport,"-27.711700439453125, 138.3280029296875"
CWT,Cowra Airport,,AU,Australia,medium_airport,"-33.846894, 148.648007"
CWW,Corowa Airport,,AU,Australia,medium_airport,"-35.994701, 146.356995"
CXQ,Christmas Creek Station Airport,Wangkat Jungka,AU,Australia,small_airport,"-18.8728, 125.934"
CXT,Charters Towers Airport,,AU,Australia,small_airport,"-20.0431, 146.272995"
CYG,Corryong Airport,,AU,Australia,medium_airport,"-36.18280029296875, 147.88800048828125"
CZY,Cluny Airport,,AU,Australia,small_airport,"-24.516700744628906, 139.61700439453125"
DBO,Dubbo City Regional Airport,Dubbo,AU,Australia,medium_airport,"-32.2167015076, 148.574996948"
DBY,Dalby Airport,,AU,Australia,small_airport,"-27.158476, 151.263428"
DCN,RAAF Base Curtin,Derby,AU,Australia,medium_airport,"-17.580458, 123.828449"
DDN,Delta Downs Airport,,AU,Australia,small_airport,"-16.99169921875, 141.31700134277344"
DFP,Drumduff Airport,Palmer,AU,Australia,small_airport,"-16.052124, 143.013339"
DGD,Dalgaranga Gold Mine Airport,,AU,Australia,small_airport,"-27.830277777800003, 117.316388889"
DGE,Mudgee Airport,Mudgee,AU,Australia,medium_airport,"-32.564794, 149.609452"
DHD,Durham Downs Airport,,AU,Australia,small_airport,"-27.075000762939453, 141.89999389648438"
DJR,Dajarra Airport,,AU,Australia,small_airport,"-21.70829963684082, 139.5330047607422"
DKI,Dunk Island Airport,Dunk Island,AU,Australia,small_airport,"-17.93913, 146.141447"
DKV,Docker River Airport,Kaltukatjara,AU,Australia,small_airport,"-24.859533, 129.122209"
DLK,Dulkaninna Airport,Dulkaninna,AU,Australia,small_airport,"-29.0132999420166, 138.4810028076172"
DLV,Delissaville Airport,,AU,Australia,small_airport,"-12.550000190734863, 130.68499755859375"
DMD,Doomadgee Airport,,AU,Australia,small_airport,"-17.9403, 138.822006"
DNB,Dunbar Airport,Maramie,AU,Australia,small_airport,"-16.047394, 142.394415"
DNG,Doongan Airport,Drysdale River,AU,Australia,small_airport,"-15.386429, 126.302235"
DNQ,Deniliquin Airport,Deniliquin,AU,Australia,medium_airport,"-35.5593986511, 144.945999146"
DOX,Dongara Airport,Port Denison,AU,Australia,small_airport,"-29.298128, 114.927334"
DPO,Devonport Airport,Devonport,AU,Australia,medium_airport,"-41.1697006226, 146.429992676"
DRB,Derby Airport,Derby,AU,Australia,medium_airport,"-17.37193, 123.66221"
DRD,Dorunda Airport,Dorunda Outstation,AU,Australia,small_airport,"-16.5537, 141.8238"
DRN,Dirranbandi Airport,,AU,Australia,medium_airport,"-28.587912, 148.217161"
DRR,Durrie Airport,,AU,Australia,small_airport,"-25.684999465942383, 140.22799682617188"
DRW,Darwin International Airport / RAAF Darwin,Darwin,AU,Australia,large_airport,"-12.41497, 130.88185"
DRY,Drysdale River Airport,Drysdale River,AU,Australia,small_airport,"-15.71357, 126.381097"
DVP,Davenport Downs Airport,,AU,Australia,small_airport,"-24.149999618530273, 141.10800170898438"
DVR,Daly River Airport,Nauiyu,AU,Australia,small_airport,"-13.749806, 130.693878"
DXD,Dixie Airport,New Dixie,AU,Australia,small_airport,"-15.1174944348, 143.316049576"
DYA,Dysart Airport,,AU,Australia,medium_airport,"-22.6222, 148.363998"
DYM,Diamantina Lakes Airport,Diamantina Lakes,AU,Australia,small_airport,"-23.761699676513672, 141.14500427246094"
DYW,Daly Waters Airport,Daly Waters,AU,Australia,small_airport,"-16.264695066399998, 133.383378983"
ECH,Echuca Airport,,AU,Australia,medium_airport,"-36.15719985961914, 144.76199340820312"
EDD,Erldunda Airport,Ghan,AU,Australia,small_airport,"-25.206106, 133.254161"
EDR,Pormpuraaw Airport,Pormpuraaw,AU,Australia,small_airport,"-14.896451, 141.60908"
EIH,Einasleigh Airport,Einasleigh,AU,Australia,small_airport,"-18.503299713100002, 144.093994141"
EKD,Elkedra Airport,,AU,Australia,small_airport,"-21.172500610399997, 135.444000244"
ELC,Elcho Island Airport,Elcho Island,AU,Australia,medium_airport,"-12.019399642899998, 135.570999146"
EMD,Emerald Airport,Emerald,AU,Australia,medium_airport,"-23.5674991608, 148.179000854"
ENB,Eneabba Airport,Eneabba,AU,Australia,small_airport,"-29.832500457763672, 115.24600219726562"
EPR,Esperance Airport,Esperance,AU,Australia,medium_airport,"-33.684399, 121.822998"
ERB,Ernabella Airport,,AU,Australia,small_airport,"-26.2632999420166, 132.1820068359375"
ERQ,Elrose Airport,Elrose Mine,AU,Australia,small_airport,"-20.9764, 141.0066"
ETD,Etadunna Airport,Etadunna,AU,Australia,small_airport,"-28.740801, 138.589005"
EUC,Eucla Airport,,AU,Australia,small_airport,"-31.707084, 128.877243"
EVD,Eva Downs Airport,Eva Downs,AU,Australia,small_airport,"-18.0009994507, 134.863006592"
EVH,Evans Head Aerodrome,,AU,Australia,small_airport,"-29.101786, 153.419255"
EXM,Exmouth Airport,Exmouth,AU,Australia,small_airport,"-22.040677, 114.102663"
FIK,Finke Airport,Finke,AU,Australia,small_airport,"-25.5946998596, 134.582992554"
FIZ,Fitzroy Crossing Airport,,AU,Australia,medium_airport,"-18.183596, 125.559783"
FLS,Flinders Island Airport,Whitemark,AU,Australia,small_airport,"-40.091702, 147.992996"
FLY,Finley Airport,,AU,Australia,small_airport,"-35.658918, 145.561214"
FOS,Forrest Airport,,AU,Australia,medium_airport,"-30.83662, 128.112811"
FOT,Forster (Wallis Is) Airport,,AU,Australia,small_airport,"-32.202489, 152.481136"
FRB,Forbes Airport,Forbes,AU,Australia,medium_airport,"-33.363602, 147.934998"
FSL,Fossil Downs Airport,Fossil Downs Station,AU,Australia,small_airport,"-18.1321, 125.7873"
FVL,Flora Valley Airport,,AU,Australia,small_airport,"-18.297844, 128.455897"
FVR,Oombulgurri Airport,Oombulgurri,AU,Australia,small_airport,"-15.1647, 127.8401"
GAH,Gayndah Airport,Gayndah,AU,Australia,small_airport,"-25.615939, 151.62055"
GBL,South Goulburn Is Airport,,AU,Australia,small_airport,"-11.65, 133.382004"
GBP,Gamboola Airport,Gamboola,AU,Australia,small_airport,"-16.54412, 143.668155"
GBV,Gibb River Airport,Gibb,AU,Australia,small_airport,"-16.418661, 126.445685"
GBW,Ginbata Airport,Ginbata,AU,Australia,small_airport,"-22.5812, 120.03553"
GDD,Gordon Downs Airport,Gordon Downs,AU,Australia,small_airport,"-18.6781005859375, 128.5919952392578"
GEE,George Town Airport,George Town,AU,Australia,small_airport,"-41.079491, 146.839061"
GET,Geraldton Airport,Moonyoonooka,AU,Australia,medium_airport,"-28.796101, 114.707001"
GFE,Grenfell Airport,Grenfell,AU,Australia,small_airport,"-34.0, 148.132995605"
GFF,Griffith Airport,Griffith,AU,Australia,medium_airport,"-34.2508010864, 146.067001343"
GFN,Clarence Valley Regional Airport,Grafton,AU,Australia,medium_airport,"-29.754795, 153.031234"
GGD,Gregory Downs Airport,,AU,Australia,small_airport,"-18.625, 139.23300170898438"
GIC,Boigu Island Airport,Boigu Island,AU,Australia,small_airport,"-9.23278, 142.218002"
GKL,Great Keppel Is Airport,Great Keppel Island,AU,Australia,small_airport,"-23.184575, 150.94164"
GLG,Glengyle Airport,,AU,Australia,small_airport,"-24.808300018310547, 139.60000610351562"
GLI,Glen Innes Airport,Glen Innes,AU,Australia,medium_airport,"-29.676029, 151.691156"
GLM,Glenormiston Airport,,AU,Australia,small_airport,"-22.8883, 138.824997"
GLT,Gladstone Airport,Gladstone,AU,Australia,medium_airport,"-23.869763, 151.225439"
GOO,Goondiwindi Airport,,AU,Australia,small_airport,"-28.5214, 150.320007"
GOS,Somersby Airstrip,Gosford,AU,Australia,small_airport,"-33.367681, 151.299806"
GOV,Gove Airport,Nhulunbuy,AU,Australia,medium_airport,"-12.269399642899998, 136.817993164"
GPD,Mount Gordon Airport,Mount Gordon Mine,AU,Australia,small_airport,"-19.77265, 139.40425"
GPN,Garden Point Airport,Pirlangimpi,AU,Australia,medium_airport,"-11.399686, 130.425568"
GSC,Gascoyne Junction Airport,Gascoyne Junction,AU,Australia,small_airport,"-25.0546, 115.2026"
GSN,Mount Gunson Airport,Mount Gunson,AU,Australia,small_airport,"-31.4597, 137.174443333"
GTE,Groote Eylandt Airport,Groote Eylandt,AU,Australia,medium_airport,"-13.972405, 136.458553"
GTS,The Granites Airport,The Granites Gold Mine,AU,Australia,small_airport,"-20.5483, 130.347"
GTT,Georgetown Airport,Georgetown,AU,Australia,small_airport,"-18.302676, 143.530925"
GUH,Gunnedah Airport,,AU,Australia,medium_airport,"-30.957511, 150.248981"
GUL,Goulburn Airport,,AU,Australia,medium_airport,"-34.810298919677734, 149.7259979248047"
GVP,Greenvale Airport,,AU,Australia,small_airport,"-18.9966, 145.0136"
GYB,Port Hedland/Wodgina Airport,Wodgina,AU,Australia,small_airport,"-21.036568, 118.642936"
GYL,Argyle Airport,,AU,Australia,small_airport,"-16.6369, 128.451004"
GYP,Gympie Airport,,AU,Australia,small_airport,"-26.290149, 152.702998"
GYZ,Gruyere Airport,Cosmo Newbery,AU,Australia,small_airport,"-28.034548, 123.81506"
HAT,Heathlands Airport,Shelburne,AU,Australia,small_airport,"-11.7369, 142.576996"
HBA,Hobart International Airport,Hobart (Cambridge),AU,Australia,medium_airport,"-42.8371, 147.51295"
HCQ,Halls Creek Airport,,AU,Australia,medium_airport,"-18.2339, 127.669998"
HGD,Hughenden Airport,Hughenden,AU,Australia,small_airport,"-20.815001, 144.225006"
HID,Horn Island Airport,Horn,AU,Australia,medium_airport,"-10.585628, 142.292653"
HIG,Highbury Airport,Highbury,AU,Australia,small_airport,"-16.424148, 143.14534"
HIP,Headingly Airport,,AU,Australia,small_airport,"-21.33329963684082, 138.2830047607422"
HLL,Hillside Airport,Hillside,AU,Australia,small_airport,"-21.718283, 119.440334"
HLS,St Helens Airport,,AU,Australia,small_airport,"-41.336700439453125, 148.28199768066406"
HLT,Hamilton Airport,,AU,Australia,medium_airport,"-37.64889907836914, 142.06500244140625"
HLV,Helenvale Airport,Helenvale,AU,Australia,small_airport,"-15.685799598693848, 145.21499633789062"
HMG,Hermannsburg Airport,Hermannsburg (Ntaria),AU,Australia,small_airport,"-23.926485, 132.807798"
HOK,Hooker Creek Airport,Lajamanu,AU,Australia,small_airport,"-18.3367004395, 130.638000488"
HPE,Hope Vale Airport,Hope Vale,AU,Australia,small_airport,"-15.2923, 145.1035"
HRY,Henbury Airport,Ghan,AU,Australia,small_airport,"-24.584, 133.236"
HSM,Horsham Airport,,AU,Australia,medium_airport,"-36.669700622558594, 142.17300415039062"
HTI,Hamilton Island Airport,Hamilton Island,AU,Australia,medium_airport,"-20.3581008911, 148.95199585"
HTU,Hopetoun Airport,,AU,Australia,medium_airport,"-35.715302, 142.360001"
HUB,Humbert River Airport,,AU,Australia,small_airport,"-16.489669799804688, 130.63027954101562"
HVB,Hervey Bay Airport,Hervey Bay,AU,Australia,medium_airport,"-25.320127, 152.880662"
HWK,Wilpena Pound Airport,Hawker,AU,Australia,small_airport,"-31.855907, 138.468079"
HXX,Hay Airport,,AU,Australia,medium_airport,"-34.531399, 144.830002"
IBM,Iron Bridge Mine Airport,Japal Camp,AU,Australia,small_airport,"-21.287575, 118.88252"
IDK,Indulkana Airport,Indulkana,AU,Australia,small_airport,"-26.965435, 133.321989"
IFF,Iffley Airport,,AU,Australia,small_airport,"-18.899999618530273, 141.2169952392578"
IFL,Innisfail Airport,,AU,Australia,small_airport,"-17.559401, 146.011993"
IGH,Ingham Airport,,AU,Australia,small_airport,"-18.664149, 146.145804"
IKP,Inkerman Airport,Inkerman,AU,Australia,small_airport,"-16.229225, 141.434607"
INJ,Injune Airport,Injune,AU,Australia,small_airport,"-25.851, 148.5497"
INM,Innamincka Airport,,AU,Australia,small_airport,"-27.697589, 140.739498"
IRG,Lockhart River Airport,Lockhart River,AU,Australia,medium_airport,"-12.7869, 143.304993"
ISA,Mount Isa Airport,Mount Isa,AU,Australia,medium_airport,"-20.663900375399997, 139.488998413"
ISI,Isisford Airport,,AU,Australia,small_airport,"-24.25830078125, 144.4250030517578"
IVR,Inverell Airport,Inverell,AU,Australia,medium_airport,"-29.888299942, 151.143997192"
IVW,Inverway Airport,Inverway,AU,Australia,small_airport,"-17.8411006927, 129.643005371"
JAB,Jabiru Airport,,AU,Australia,small_airport,"-12.658056, 132.894638"
JAD,Perth Jandakot Airport,Perth,AU,Australia,medium_airport,"-32.09749984741211, 115.88099670410156"
JCK,Julia Creek Airport,,AU,Australia,small_airport,"-20.66830062866211, 141.72300720214844"
JUN,Jundah Airport,Jundah,AU,Australia,small_airport,"-24.838045, 143.061962"
JUR,Jurien Bay Airport,Jurien Bay,AU,Australia,small_airport,"-30.302699, 115.055551"
KAX,Kalbarri Airport,Kalbarri,AU,Australia,small_airport,"-27.692813, 114.259169"
KBB,Kirkimbie Station Airport,Kirkimbie,AU,Australia,small_airport,"-17.7791996002, 129.210006714"
KBD,Kimberley Downs Airport,Kimberley Downs,AU,Australia,small_airport,"-17.39780044555664, 124.3550033569336"
KBJ,Kings Canyon Airport,Petermann,AU,Australia,small_airport,"-24.260229, 131.488924"
KBY,Streaky Bay Airport,,AU,Australia,small_airport,"-32.836621, 134.292991"
KCE,Collinsville Airport,,AU,Australia,small_airport,"-20.59670066833496, 147.86000061035156"
KCI,Koolan Central Airport,Koolan Island,AU,Australia,small_airport,"-16.125, 123.735"
KCS,Kings Creek Airport,Petermann,AU,Australia,small_airport,"-24.421285, 131.819458"
KDB,Kambalda Airport,Kambalda West,AU,Australia,small_airport,"-31.1907, 121.5978"
KDS,Kamaran Downs Airport,Kamaran Downs,AU,Australia,small_airport,"-24.3388, 139.2785"
KFE,Fortescue - Dave Forrest Aerodrome,Cloudbreak Village,AU,Australia,small_airport,"-22.290754, 119.437143"
KFG,Kalkgurung Airport,,AU,Australia,small_airport,"-17.431900024414062, 130.80799865722656"
KGC,Kingscote Airport,,AU,Australia,medium_airport,"-35.71390151977539, 137.52099609375"
KGI,Kalgoorlie Boulder Airport,Broadwood,AU,Australia,medium_airport,"-30.791543, 121.464586"
KGR,Kulgera Airport,Ghan,AU,Australia,small_airport,"-25.8428, 133.292007"
KGY,Kingaroy Airport,,AU,Australia,medium_airport,"-26.581077, 151.839927"
KKP,Koolburra Airport,Koolburra,AU,Australia,small_airport,"-15.318900108337402, 143.9550018310547"
KML,Kamileroi Airport,,AU,Australia,small_airport,"-19.375, 140.0570068359375"
KNI,Katanning Airport,,AU,Australia,small_airport,"-33.699423, 117.65703"
KNS,King Island Airport,,AU,Australia,medium_airport,"-39.877498626708984, 143.8780059814453"
KNX,East Kimberley Regional (Kununurra) Airport,Kununurra,AU,Australia,medium_airport,"-15.7781, 128.707993"
KOH,Koolatah Airport,Maramie,AU,Australia,small_airport,"-15.888484, 142.439461"
KPP,Kalpowar Airport,Kalpower,AU,Australia,small_airport,"-14.89, 144.22"
KPS,Kempsey Airport,,AU,Australia,medium_airport,"-31.07232, 152.765313"
KQR,Karara Airport,Karara,AU,Australia,small_airport,"-29.217223, 116.687154"
KRA,Kerang Airport,,AU,Australia,medium_airport,"-35.751399993896484, 143.93899536132812"
KRB,Karumba Airport,,AU,Australia,small_airport,"-17.45669937133789, 140.8300018310547"
KRD,Kurundi Airport,Kurundi Station,AU,Australia,small_airport,"-20.51, 134.6706"
KSV,Springvale Airport,,AU,Australia,small_airport,"-23.549999, 140.699997"
KTA,Karratha Airport,Karratha,AU,Australia,medium_airport,"-20.712200164799995, 116.773002625"
KTR,Tindal Airport,,AU,Australia,medium_airport,"-14.521100044250488, 132.3780059814453"
KUG,Kubin Island Airport,Kubin Island,AU,Australia,small_airport,"-10.22648, 142.219619"
